ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,PHONE,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10125,32,100,1,3254.72,Shipped,2,5,2003,Vintage Cars,102,S18_1342,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10139,31,100,7,3184.94,Shipped,3,7,2003,Vintage Cars,102,S18_1342,+61 2 9495 8555,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10149,50,100,4,5907.5,Shipped,3,9,2003,Vintage Cars,102,S18_1342,4155554312,Brisbane,CA,94217,USA,NA,Taylor,Sue,Medium
10162,48,91.44,2,4389.12,Shipped,4,10,2003,Vintage Cars,102,S18_1342,6505551386,San Francisco,CA,,USA,NA,Brown,Julie,Medium
10173,43,100,6,5036.16,Shipped,4,11,2003,Vintage Cars,102,S18_1342,035-640555,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10182,25,87.33,3,2183.25,Shipped,4,11,2003,Vintage Cars,102,S18_1342,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10193,28,100,7,3106.88,Shipped,4,11,2003,Vintage Cars,102,S18_1342,61-9-3844-6555,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium
10205,36,100,2,3735.72,Shipped,4,12,2003,Vintage Cars,102,S18_1342,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10215,27,89.38,10,2413.26,Shipped,1,1,2004,Vintage Cars,102,S18_1342,3105553722,Burbank,CA,94019,USA,NA,Thompson,Steve,Small
10227,25,100,3,2953.75,Shipped,1,3,2004,Vintage Cars,102,S18_1342,78.32.5555,Lyon,,69004,France,EMEA,Saveley,Mary,Small
10244,40,100,7,4684.8,Shipped,2,4,2004,Vintage Cars,102,S18_1342,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10256,34,95.55,2,3248.7,Shipped,2,6,2004,Vintage Cars,102,S18_1342,31 12 3555,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
10280,50,100,9,5239.5,Shipped,3,8,2004,Vintage Cars,102,S18_1342,011-4988555,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
10289,38,100,2,4567.98,Shipped,3,9,2004,Vintage Cars,102,S18_1342,+47 2267 3215,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10304,37,95.55,13,3535.35,Shipped,4,10,2004,Vintage Cars,102,S18_1342,30.59.8555,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium
10312,43,89.38,10,3843.34,Shipped,4,10,2004,Vintage Cars,102,S18_1342,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10322,43,86.3,14,3710.9,Shipped,4,11,2004,Vintage Cars,102,S18_1342,6035558647,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10332,46,95.13,15,4375.98,Shipped,4,11,2004,Vintage Cars,102,S18_1342,(171) 555-1555,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10346,42,36.11,3,1516.62,Shipped,4,11,2004,Vintage Cars,102,S18_1342,7025551838,Las Vegas,NV,83030,USA,NA,King,Sue,Small
10356,50,50.18,9,2509,Shipped,4,12,2004,Vintage Cars,102,S18_1342,+33 1 46 62 7555,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small
10369,44,100,8,9240.44,Shipped,1,1,2005,Vintage Cars,102,S18_1342,6175558555,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Large
10380,27,93.16,13,2515.32,Shipped,1,2,2005,Vintage Cars,102,S18_1342,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10391,35,100,2,5548.9,Shipped,1,3,2005,Vintage Cars,102,S18_1342,02 9936 8555,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10422,51,95.55,2,4873.05,In Process,2,5,2005,Vintage Cars,102,S18_1342,2155551555,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium
10102,41,50.14,1,2055.74,Shipped,1,1,2003,Vintage Cars,53,S18_1367,2125551500,NYC,NY,10022,USA,NA,Frick,Michael,Small
10111,48,49.06,5,2354.88,Shipped,1,3,2003,Vintage Cars,53,S18_1367,6505555787,San Francisco,CA,,USA,NA,Murphy,Julie,Small
10126,42,54.99,17,2309.58,Shipped,2,5,2003,Vintage Cars,53,S18_1367,(91) 555 22 82,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small
10139,49,43.13,6,2113.37,Shipped,3,7,2003,Vintage Cars,53,S18_1367,+61 2 9495 8555,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
10149,30,58.22,3,1746.6,Shipped,3,9,2003,Vintage Cars,53,S18_1367,4155554312,Brisbane,CA,94217,USA,NA,Taylor,Sue,Small
10162,45,51.21,1,2304.45,Shipped,4,10,2003,Vintage Cars,53,S18_1367,6505551386,San Francisco,CA,,USA,NA,Brown,Julie,Small
10173,48,44.21,5,2122.08,Shipped,4,11,2003,Vintage Cars,53,S18_1367,035-640555,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
10182,32,54.45,2,1742.4,Shipped,4,11,2003,Vintage Cars,53,S18_1367,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10193,46,53.37,6,2455.02,Shipped,4,11,2003,Vintage Cars,53,S18_1367,61-9-3844-6555,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small
10205,48,63.61,1,3053.28,Shipped,4,12,2003,Vintage Cars,53,S18_1367,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10215,33,43.13,9,1423.29,Shipped,1,1,2004,Vintage Cars,53,S18_1367,3105553722,Burbank,CA,94019,USA,NA,Thompson,Steve,Small
10227,31,48.52,2,1504.12,Shipped,1,3,2004,Vintage Cars,53,S18_1367,78.32.5555,Lyon,,69004,France,EMEA,Saveley,Mary,Small
10244,20,58.22,6,1164.4,Shipped,2,4,2004,Vintage Cars,53,S18_1367,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10256,29,51.75,1,1500.75,Shipped,2,6,2004,Vintage Cars,53,S18_1367,31 12 3555,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small
10280,27,57.68,8,1557.36,Shipped,3,8,2004,Vintage Cars,53,S18_1367,011-4988555,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small
10289,24,56.07,1,1345.68,Shipped,3,9,2004,Vintage Cars,53,S18_1367,+47 2267 3215,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small
10304,37,48.52,12,1795.24,Shipped,4,10,2004,Vintage Cars,53,S18_1367,30.59.8555,Versailles,,78000,France,EMEA,Tonini,Daniel,Small
10312,25,44.21,9,1105.25,Shipped,4,10,2004,Vintage Cars,53,S18_1367,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10322,41,57.68,5,2364.88,Shipped,4,11,2004,Vintage Cars,53,S18_1367,6035558647,Nashua,NH,62005,USA,NA,Young,Valarie,Small
10332,27,89.89,16,2427.03,Shipped,4,11,2004,Vintage Cars,53,S18_1367,(171) 555-1555,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10347,21,58.95,7,1237.95,Shipped,4,11,2004,Vintage Cars,53,S18_1367,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10356,22,72.41,6,1593.02,Shipped,4,12,2004,Vintage Cars,53,S18_1367,+33 1 46 62 7555,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small
10369,32,98.63,7,3156.16,Shipped,1,1,2005,Vintage Cars,53,S18_1367,6175558555,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Medium
10381,25,52.83,9,1320.75,Shipped,1,2,2005,Vintage Cars,53,S18_1367,6505551386,San Francisco,CA,,USA,NA,Brown,Julie,Small
10391,42,100,3,4998,Shipped,1,3,2005,Vintage Cars,53,S18_1367,02 9936 8555,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10422,25,51.75,1,1293.75,In Process,2,5,2005,Vintage Cars,53,S18_1367,2155551555,Allentown,PA,70267,USA,NA,Yu,Kyung,Small
10110,37,100,16,5433.08,Shipped,1,3,2003,Classic Cars,124,S18_1589,(171) 555-1555,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10123,26,100,2,3073.72,Shipped,2,5,2003,Classic Cars,124,S18_1589,40.32.2555,Nantes,,44000,France,EMEA,Schmitt,Carine,Medium
10137,44,99.55,2,4380.2,Shipped,3,7,2003,Classic Cars,124,S18_1589,26.47.1555,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10148,47,100,9,5848.68,Shipped,3,9,2003,Classic Cars,124,S18_1589,02 9936 8555,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10161,43,100,8,6153.73,Shipped,4,10,2003,Classic Cars,124,S18_1589,86 21 3555,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium
10172,42,100,6,4965.24,Shipped,4,11,2003,Classic Cars,124,S18_1589,2035552570,Bridgewater,CT,97562,USA,NA,King,Julie,Medium
10181,42,100,2,5435.64,Shipped,4,11,2003,Classic Cars,124,S18_1589,+47 2267 3215,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10192,29,100,7,4258.36,Shipped,4,11,2003,Classic Cars,124,S18_1589,6035558647,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10204,40,100,13,4032,Shipped,4,12,2003,Classic Cars,124,S18_1589,2125557413,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10212,38,100,6,4492.36,Shipped,1,1,2004,Classic Cars,124,S18_1589,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10226,38,100,4,4161.38,Shipped,1,2,2004,Classic Cars,124,S18_1589,7605558146,San Diego,CA,91217,USA,NA,Thompson,Valarie,Medium
10241,21,100,11,2508.66,Shipped,2,4,2004,Classic Cars,124,S18_1589,88.60.1555,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small
10253,24,100,1,3374.88,Cancelled,2,6,2004,Classic Cars,124,S18_1589,(171) 555-2282,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
10266,36,100,2,5196.6,Shipped,3,7,2004,Classic Cars,124,S18_1589,0522-556555,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium
10278,23,100,2,2604.52,Shipped,3,8,2004,Classic Cars,124,S18_1589,7025551838,Las Vegas,NV,83030,USA,NA,King,Sue,Small
10288,20,100,14,2936.8,Shipped,3,9,2004,Classic Cars,124,S18_1589,+65 224 1555,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
10301,32,100,4,3424.64,Shipped,4,10,2003,Classic Cars,124,S18_1589,+47 2212 1555,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium
10311,29,100,9,2923.2,Shipped,4,10,2004,Classic Cars,124,S18_1589,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10321,44,100,6,4489.76,Shipped,4,11,2004,Classic Cars,124,S18_1589,5085552555,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Medium
10331,44,100,14,4849.24,Shipped,4,11,2004,Classic Cars,124,S18_1589,2155559857,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium
10343,36,100,4,5848.92,Shipped,4,11,2004,Classic Cars,124,S18_1589,26.47.1555,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10367,49,56.3,1,2758.7,Resolved,1,1,2005,Classic Cars,124,S18_1589,6265557265,Pasadena,CA,90003,USA,NA,Young,Julie,Small
10378,34,42.64,5,1449.76,Shipped,1,2,2005,Classic Cars,124,S18_1589,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10407,59,100,11,7048.14,On Hold,2,4,2005,Classic Cars,124,S18_1589,4085553659,San Jose,CA,94217,USA,NA,Frick,Sue,Large
10419,37,100,1,5202.94,Shipped,2,5,2005,Classic Cars,124,S18_1589,6562-9555,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10106,36,100,12,5279.4,Shipped,1,2,2003,Planes,157,S18_1662,035-640555,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10119,43,100,3,6916.12,Shipped,2,4,2003,Planes,157,S18_1662,6562-9555,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10131,21,100,4,2781.66,Shipped,2,6,2003,Planes,157,S18_1662,2035554407,Glendale,CT,97561,USA,NA,Lewis,Dan,Small
10143,32,100,7,5248,Shipped,3,8,2003,Planes,157,S18_1662,5085559555,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium
10155,38,100,5,6531.44,Shipped,4,10,2003,Planes,157,S18_1662,90-224 8555,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium
10167,43,100,1,5763.72,Cancelled,4,10,2003,Planes,157,S18_1662,0695-34 6555,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10178,42,100,4,6490.68,Shipped,4,11,2003,Planes,157,S18_1662,61.77.6555,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium
10186,32,100,1,6004.8,Shipped,4,11,2003,Planes,157,S18_1662,(171) 555-7555,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium
10198,42,100,4,7483.98,Shipped,4,11,2003,Planes,157,S18_1662,+63 2 555 3587,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Large
10210,31,100,17,5719.5,Shipped,1,1,2004,Planes,157,S18_1662,+81 06 6342 5555,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium
10222,49,100,4,6954.08,Shipped,1,2,2004,Planes,157,S18_1662,7605558146,San Diego,CA,91217,USA,NA,Thompson,Valarie,Medium
10250,45,100,14,8160.3,Shipped,2,5,2004,Planes,157,S18_1662,4085553659,San Jose,CA,94217,USA,NA,Frick,Sue,Large
10262,49,100,9,6567.96,Cancelled,2,6,2004,Planes,157,S18_1662,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10274,41,100,1,6724,Shipped,3,7,2004,Planes,157,S18_1662,6175558555,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Medium
10284,45,100,11,5747.85,Shipped,3,8,2004,Planes,157,S18_1662,+47 2212 1555,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium
10296,36,100,7,5676.84,Shipped,3,9,2004,Planes,157,S18_1662,+49 89 61 08 9555,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Medium
10307,39,100,1,7379.97,Shipped,4,10,2004,Planes,157,S18_1662,2155554695,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Large
10316,27,100,9,3704.13,Shipped,4,11,2004,Planes,157,S18_1662,(198) 555-8888,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium
10327,25,100,6,2804.75,Resolved,4,11,2004,Planes,157,S18_1662,31 12 3555,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small
10338,41,100,1,5624.79,Shipped,4,11,2004,Planes,157,S18_1662,(071) 23 67 2555,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium
10351,39,99.52,1,3881.28,Shipped,4,12,2004,Planes,157,S18_1662,(171) 555-0297,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium
10373,28,57.55,4,1611.4,Shipped,1,1,2005,Planes,157,S18_1662,981-443655,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small
10386,25,54.57,7,1364.25,Resolved,1,3,2005,Planes,157,S18_1662,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10398,33,100,11,4215.09,Shipped,1,3,2005,Planes,157,S18_1662,26.47.1555,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10400,34,100,1,6433.82,Shipped,2,4,2005,Planes,157,S18_1662,4085553659,San Jose,CA,94217,USA,NA,Frick,Sue,Medium
10416,24,100,14,4352.16,Shipped,2,5,2005,Planes,157,S18_1662,0522-556555,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium
10100,30,100,3,5151,Shipped,1,1,2003,Vintage Cars,170,S18_1749,6035558647,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10110,42,100,7,6069,Shipped,1,3,2003,Vintage Cars,170,S18_1749,(171) 555-1555,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10124,21,100,6,2856,Shipped,2,5,2003,Vintage Cars,170,S18_1749,7025551838,Las Vegas,NV,83030,USA,NA,King,Sue,Small
10149,34,100,11,5375.4,Shipped,3,9,2003,Vintage Cars,170,S18_1749,4155554312,Brisbane,CA,94217,USA,NA,Taylor,Sue,Medium
10162,29,100,9,5176.5,Shipped,4,10,2003,Vintage Cars,170,S18_1749,6505551386,San Francisco,CA,,USA,NA,Brown,Julie,Medium
10173,24,100,13,3508.8,Shipped,4,11,2003,Vintage Cars,170,S18_1749,035-640555,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10182,44,100,10,7554.8,Shipped,4,11,2003,Vintage Cars,170,S18_1749,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Large
10193,21,100,14,3141.6,Shipped,4,11,2003,Vintage Cars,170,S18_1749,61-9-3844-6555,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium
10204,33,100,4,5890.5,Shipped,4,12,2003,Vintage Cars,170,S18_1749,2125557413,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10214,30,100,7,5967,Shipped,1,1,2004,Vintage Cars,170,S18_1749,(91) 555 22 82,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium
10227,26,100,10,3712.8,Shipped,1,3,2004,Vintage Cars,170,S18_1749,78.32.5555,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10241,41,100,2,7597.3,Shipped,2,4,2004,Vintage Cars,170,S18_1749,88.60.1555,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Large
10280,26,100,16,3668.6,Shipped,3,8,2004,Vintage Cars,170,S18_1749,011-4988555,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
10288,32,100,5,5875.2,Shipped,3,9,2004,Vintage Cars,170,S18_1749,+65 224 1555,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
10302,43,100,1,7310,Shipped,4,10,2003,Vintage Cars,170,S18_1749,(171) 555-2282,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Large
10312,48,100,17,8078.4,Shipped,4,10,2004,Vintage Cars,170,S18_1749,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Large
10331,44,74.04,7,3257.76,Shipped,4,11,2004,Vintage Cars,170,S18_1749,2155559857,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium
10344,45,100,1,7650,Shipped,4,11,2004,Vintage Cars,170,S18_1749,91.24.4555,Marseille,,13008,France,EMEA,Lebihan,Laurence,Large
10367,37,100,3,4703.81,Resolved,1,1,2005,Vintage Cars,170,S18_1749,6265557265,Pasadena,CA,90003,USA,NA,Young,Julie,Medium
10379,39,100,2,5399.55,Shipped,1,2,2005,Vintage Cars,170,S18_1749,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10407,76,100,2,14082.8,On Hold,2,4,2005,Vintage Cars,170,S18_1749,4085553659,San Jose,CA,94217,USA,NA,Frick,Sue,Large
10420,37,100,5,5283.6,In Process,2,5,2005,Vintage Cars,170,S18_1749,+61 2 9495 8555,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10108,38,82.39,2,3130.82,Shipped,1,3,2003,Classic Cars,77,S18_1889,+63 2 555 3587,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium
10122,43,72.38,6,3112.34,Shipped,2,5,2003,Classic Cars,77,S18_1889,91.24.4555,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium
10135,48,79.31,3,3806.88,Shipped,3,7,2003,Classic Cars,77,S18_1889,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10147,26,82.39,3,2142.14,Shipped,3,9,2003,Classic Cars,77,S18_1889,6175558555,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Small
10160,38,88.55,4,3364.9,Shipped,4,10,2003,Classic Cars,77,S18_1889,2155554369,Los Angeles,CA,,USA,NA,Chandler,Michael,Medium
10170,20,63.14,2,1262.8,Shipped,4,11,2003,Classic Cars,77,S18_1889,7675-3555,Graz,,8010,Austria,EMEA,Mendel,Roland,Small
10181,22,73.92,10,1626.24,Shipped,4,11,2003,Classic Cars,77,S18_1889,+47 2267 3215,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small
10192,45,90.86,15,4088.7,Shipped,4,11,2003,Classic Cars,77,S18_1889,6035558647,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10203,45,85.47,4,3846.15,Shipped,4,12,2003,Classic Cars,77,S18_1889,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10212,20,66.99,14,1339.8,Shipped,1,1,2004,Classic Cars,77,S18_1889,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10225,47,64.68,5,3039.96,Shipped,1,2,2004,Classic Cars,77,S18_1889,0897-034555,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
10239,46,73.92,4,3400.32,Shipped,2,4,2004,Classic Cars,77,S18_1889,981-443655,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium
10253,23,83.93,9,1930.39,Cancelled,2,6,2004,Classic Cars,77,S18_1889,(171) 555-2282,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small
10266,33,74.69,10,2464.77,Shipped,3,7,2004,Classic Cars,77,S18_1889,0522-556555,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
10278,29,90.86,10,2634.94,Shipped,3,8,2004,Classic Cars,77,S18_1889,7025551838,Las Vegas,NV,83030,USA,NA,King,Sue,Small
10287,44,82.39,8,3625.16,Shipped,3,8,2004,Classic Cars,77,S18_1889,0897-034555,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
10300,41,92.4,1,3788.4,Shipped,4,10,2003,Classic Cars,77,S18_1889,+49 69 66 90 2555,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium
10310,20,91.63,6,1832.6,Shipped,4,10,2004,Classic Cars,77,S18_1889,0221-5554327,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small
10321,37,78.54,14,2905.98,Shipped,4,11,2004,Classic Cars,77,S18_1889,5085552555,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small
10329,29,100,9,2954.81,Shipped,4,11,2004,Classic Cars,77,S18_1889,2125557818,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10342,55,65.45,1,3599.75,Shipped,4,11,2004,Classic Cars,77,S18_1889,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10363,22,100,7,3686.54,Shipped,1,1,2005,Classic Cars,77,S18_1889,+358 9 8045 555,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10377,31,67.76,4,2100.56,Shipped,1,2,2005,Classic Cars,77,S18_1889,90-224 8555,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small
10389,49,79.22,3,3881.78,Shipped,1,3,2005,Classic Cars,77,S18_1889,0695-34 6555,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10405,61,73.92,4,4509.12,Shipped,2,4,2005,Classic Cars,77,S18_1889,88.60.1555,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Medium
10419,39,83.93,9,3273.27,Shipped,2,5,2005,Classic Cars,77,S18_1889,6562-9555,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10109,38,100,3,4432.7,Shipped,1,3,2003,Classic Cars,142,S18_1984,2155559857,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium
10122,31,100,1,4100.99,Shipped,2,5,2003,Classic Cars,142,S18_1984,91.24.4555,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium
10136,36,100,1,5274.72,Shipped,3,7,2003,Classic Cars,142,S18_1984,61.77.6555,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium
10148,25,100,12,4232,Shipped,3,9,2003,Classic Cars,142,S18_1984,02 9936 8555,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10161,48,100,11,6145.44,Shipped,4,10,2003,Classic Cars,142,S18_1984,86 21 3555,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium
10171,35,100,1,4680.2,Shipped,4,11,2003,Classic Cars,142,S18_1984,(514) 555-8054,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium
10181,21,100,5,3286.08,Shipped,4,11,2003,Classic Cars,142,S18_1984,+47 2267 3215,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10192,47,100,10,7421.3,Shipped,4,11,2003,Classic Cars,142,S18_1984,6035558647,Nashua,NH,62005,USA,NA,Young,Valarie,Large
10204,38,100,16,6432.64,Shipped,4,12,2003,Classic Cars,142,S18_1984,2125557413,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10212,41,100,9,4840.87,Shipped,1,1,2004,Classic Cars,142,S18_1984,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10226,24,100,7,3892.08,Shipped,1,2,2004,Classic Cars,142,S18_1984,7605558146,San Diego,CA,91217,USA,NA,Thompson,Valarie,Medium
10240,37,100,2,5526.32,Shipped,2,4,2004,Classic Cars,142,S18_1984,+81 06 6342 5555,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium
10253,33,100,4,4459.62,Cancelled,2,6,2004,Classic Cars,142,S18_1984,(171) 555-2282,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
10266,49,100,5,6203.4,Shipped,3,7,2004,Classic Cars,142,S18_1984,0522-556555,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium
10278,29,100,5,3754.05,Shipped,3,8,2004,Classic Cars,142,S18_1984,7025551838,Las Vegas,NV,83030,USA,NA,King,Sue,Medium
10287,24,100,3,3516.48,Shipped,3,8,2004,Classic Cars,142,S18_1984,0897-034555,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
10301,47,100,7,7488.04,Shipped,4,10,2003,Classic Cars,142,S18_1984,+47 2212 1555,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Large
10310,24,100,1,3448.08,Shipped,4,10,2004,Classic Cars,142,S18_1984,0221-5554327,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
10321,25,100,9,3734,Shipped,4,11,2004,Classic Cars,142,S18_1984,5085552555,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Medium
10331,30,32.47,8,974.1,Shipped,4,11,2004,Classic Cars,142,S18_1984,2155559857,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Small
10342,22,100,3,3160.74,Shipped,4,11,2004,Classic Cars,142,S18_1984,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10356,27,64.69,2,1746.63,Shipped,4,12,2004,Classic Cars,142,S18_1984,+33 1 46 62 7555,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small
